ID,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Expected Price ($1k),amount_selling_cars_2017,amount_selling_cars_2018,amount_selling_cars_2019,amount_selling_cars_2020,amount_selling_cars_2021,accumulative_selling_cars,Expense
EV50329,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,1050,3573,3179,1391,2747,11940,48.0
EV52153,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4499,2326,2564,4915,3484,17788,47.0
EV3809,WA,2021.0,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,43.0,4809,4144,4411,1451,3350,18165,27.0
EV528,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2738,4804,2576,4007,3606,17731,48.0
EV27697,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3647,4472,4934,1388,2821,17262,65.0
EV24932,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,1820,3524,4915,3842,1238,15339,58.0
EV10171,WA,2019.0,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,59.979,4178,2762,4183,1858,1743,14724,42.979
EV46163,WA,2021.0,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,40.0,4394,3351,4190,2069,1306,15310,37.0
EV45649,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3834,4822,4335,4563,2708,20262,15.0
EV21574,WA,2015.0,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,11.75,1026,4913,4465,4842,1462,16708,8.75
EV37267,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,1614,3185,1621,1713,4921,13054,46.0
EV15697,WA,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,1112,4518,3883,4407,2299,16219,24.9
EV26897,WA,2020.0,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,33.0,2258,4172,1016,2750,4465,14661,19.0
EV55426,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,2197,4717,4474,2170,4376,17934,61.0
EV11832,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4985,3062,4665,1603,1619,15934,56.0
EV12041,WA,2013.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,14.5,3433,3135,3336,2961,1663,14528,9.5
EV82818,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2842,1815,2272,3390,1782,12101,51.0
EV26211,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,1525,3843,1559,1953,3980,12860,31.0
EV7573,WA,2019.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,85.0,4305,4645,1656,2382,3922,16910,69.0
EV48979,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,1116,4104,2724,3175,4962,16081,43.0
EV15691,WA,2013.0,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,13.3,4331,4379,3205,4743,4920,21578,4.0
EV87194,WA,2018.0,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,80.0,3541,4044,3784,4027,3172,18568,65.0
EV15833,WA,2016.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,13.115,2502,4711,2942,3455,1373,14983,8.115
EV68333,WA,2020.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,102.0,2615,1695,4731,3447,4878,17366,91.0
EV18701,WA,2021.0,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,40.0,4202,1638,3973,3037,3442,16292,23.0
EV42493,WA,2014.0,BMW,I3,,Clean Alternative Fuel Vehicle Eligible,72,16.0,2697,1505,4613,4378,2560,15753,2.0
EV71168,WA,2021.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,70.0,1671,4883,1363,4378,2628,14923,56.0
EV78553,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4665,1248,2486,2132,3984,14515,51.0
EV74682,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,3522,3740,2537,2092,4438,16329,53.0
EV90449,WA,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,3627,2411,1196,1329,1862,10425,52.0
EV72582,WA,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,4489,1864,2882,1110,3268,13613,55.0
EV30340,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,4820,3007,1433,1785,3952,14997,62.0
EV47428,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,1514,2605,2824,1114,3830,11887,52.0
EV66848,WA,2019.0,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,22.3,2574,3824,3157,3680,1724,14959,5.300000000000001
EV70825,WA,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,2460,1217,3525,3853,2193,13248,4.0
EV51389,WA,2016.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,20.0,2598,3921,4151,1714,1853,14237,5.0
EV90210,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,2112,2885,3210,4429,4687,17323,56.0
EV75993,WA,2018.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,19.0,2786,4880,2086,2543,4230,16525,7.0
EV62598,WA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,2175,1318,1545,3305,4496,12839,23.0
EV78659,WA,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,3920,3543,4573,3425,4524,19985,10.0
EV50269,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,4373,2974,1621,4616,4237,17821,46.0
EV76343,WA,2019.0,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,25.0,4141,2594,2488,2188,1386,12797,12.0
EV41519,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,3014,3931,1870,2072,3309,14196,61.0
EV25858,WA,2014.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,17.0,1753,4099,3846,2060,1054,12812,10.0
EV42503,WA,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,3830,1774,4726,3802,2435,16567,37.78
EV85937,WA,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,2876,3899,3493,1627,1983,13878,15.0
EV60900,WA,2021.0,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,54.0,2130,3508,1940,2184,3826,13588,36.0
EV10634,WA,2018.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22.857,3159,1993,1843,4827,2619,14441,15.857
EV83222,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4829,2765,1215,4981,4683,18473,60.0
EV52706,WA,2020.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,40.0,1491,2593,1665,1815,3217,10781,25.0
EV35423,WA,2018.0,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,39.0,1661,3594,4305,4959,1316,15835,23.0
EV83859,WA,2014.0,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,16.5,3539,4695,3260,1840,2626,15960,1.5
EV24664,WA,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,1957,1607,2143,3886,2782,12375,22.78
EV68263,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,1918,1309,1883,3790,2370,11270,55.0
EV42188,WA,2014.0,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,16.0,2970,4855,1273,2333,4686,16117,3.0
EV32048,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,2447,2737,4518,2707,2249,14658,69.0
EV32995,WA,2014.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,30.0,1198,3880,1034,1021,4111,11244,17.0
EV19441,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,3353,2383,4844,4425,4558,19563,47.0
EV61792,WA,2022.0,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,29.49,1488,2985,1273,4229,2600,12575,26.49
EV6132,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,3547,2879,2357,4413,2791,15987,61.0
EV3004,WA,2021.0,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40.0,4679,4745,3757,3239,2379,18799,27.0
EV86522,WA,2018.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,21.3,2100,3006,1470,3480,4698,14754,11.3
EV23837,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,1255,3303,1696,1623,3455,11332,48.0
EV25379,WA,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,4422,3912,4444,1212,1924,15914,23.5
EV63903,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,50.0,1651,1398,2276,1840,3809,10974,41.0
EV86612,WA,2021.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,70.0,2129,4323,2016,1237,1268,10973,62.0
EV42,WA,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,4274,4507,3113,3346,3545,18785,11.0
EV73494,WA,2013.0,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,13.3,3449,2563,2489,1589,1922,12012,3.3000000000000007
EV1751,WA,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,1916,2247,2779,4925,2693,14560,22.78
EV80541,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1256,4661,3493,1333,1435,12178,62.0
EV50718,WA,2016.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,18.374,2412,1817,1651,2357,1100,9337,8.373999999999999
EV46061,WA,2015.0,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,57.0,2461,2602,3171,2597,3816,14647,39.0
EV56014,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4984,1836,3102,3258,3452,16632,39.0
EV853,WA,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,1022,1229,3511,4697,2263,12722,28.0
EV51110,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1823,3365,4430,2393,1610,13621,66.0
EV26362,WA,2021.0,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,40.0,1618,4839,3280,2256,1622,13615,32.0
EV64599,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,3833,4255,4611,4845,3606,21150,31.0
EV32017,WA,2018.0,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,24.283,4433,3681,3798,2487,1545,15944,15.283000000000001
EV32411,WA,2018.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,19.0,4233,4505,3782,1541,1036,15097,2.0
EV36188,WA,2018.0,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,24.283,3700,4655,4787,2324,3138,18604,12.283000000000001
EV38062,WA,2015.0,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,9.035,1441,1146,4779,2603,1788,11757,4.035
EV33159,WA,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,2209,1783,1965,4629,3678,14264,85.0
EV57786,WA,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,1313,2389,3245,1837,2140,10924,36.78
EV77449,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,2276,1940,1246,3014,2071,10547,46.0
EV32232,WA,2019.0,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,22.0,2263,2852,2401,4907,2802,15225,12.0
EV85453,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2161,4816,3608,3324,4671,18580,43.0
EV81047,WA,2019.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,85.0,2299,3287,3711,1486,2163,12946,72.0
EV62303,WA,2012.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,17.0,4365,3882,4199,1694,1189,15329,7.0
EV67758,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,2384,4398,4536,1198,4425,16941,58.0
EV63958,WA,2018.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,69.0,4754,3075,3376,1673,4179,17057,56.0
EV18402,WA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,1577,3422,1094,3406,3691,13190,8.004000000000001
EV8422,WA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,1383,4961,4545,3859,2391,17139,8.0
EV45817,WA,2020.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,40.0,2198,4290,2112,2030,3633,14263,30.0
EV74251,WA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,2273,4653,2957,4128,3841,17852,20.0
EV52897,WA,2018.0,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,24.283,1172,4276,1033,1766,4721,12968,21.283
EV82455,WA,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,4827,3995,2763,3653,2503,17741,6.0
EV5178,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,4548,2897,1144,2349,1947,12885,54.0
EV83949,WA,2020.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,42.0,2862,3049,2043,3721,1110,12785,38.0
EV26870,WA,2015.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,18.5,1873,4232,2307,1737,3058,13207,0.5
EV12851,WA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,2184,4162,2692,3429,1594,14061,8.0
EV47192,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,3653,2867,3194,1722,2978,14414,46.0
EV74964,WA,2019.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,82.5,2782,4061,3183,1282,2395,13703,72.5
EV40330,WA,2016.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,18.374,1029,2239,1863,3313,1133,9577,5.373999999999999
EV40981,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,3366,4286,1336,4159,2916,16063,47.0
EV75854,WA,2018.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,21.998,3577,2014,3264,3576,3674,16105,3.998000000000001
EV990,WA,2018.0,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,25.0,1745,2354,1104,3981,4329,13513,17.0
EV48818,WA,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,4083,3440,4374,3991,1146,17034,57.0
EV91929,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4244,3677,4645,1144,1128,14838,45.0
EV5680,WA,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,2342,2113,1191,2014,3260,10920,21.0
EV6737,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,4520,1309,3994,4074,4986,18883,50.0
EV45922,WA,2022.0,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,45.6,4130,1654,2913,1048,2605,12350,42.6
EV21298,WA,2016.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,19.0,3422,4572,2061,4913,1261,16229,3.0
EV25932,WA,2014.0,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,20.0,3256,3493,1155,4052,1832,13788,1.0
EV25597,WA,2016.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,13.115,1847,3309,3125,3779,4293,16353,4.0
EV40273,WA,2016.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,18.374,3789,3545,1518,4442,3157,16451,11.373999999999999
EV14,WA,2017.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,27.0,3226,4189,2623,2503,4470,17011,10.0
EV1862,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,2047,2554,3467,3462,3183,14713,69.0
EV16908,WA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,1445,1041,4560,3143,3091,13280,10.0
EV77636,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,50.0,1081,4907,4311,1469,1567,13335,47.0
EV53722,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,4970,4966,2203,3592,2715,18446,51.0
EV20391,WA,2017.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,27.0,2488,4458,3986,1195,3571,15698,21.0
EV43439,WA,2018.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22.857,3526,4137,3152,3654,4904,19373,11.857
EV12245,WA,2012.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,17.0,3427,1925,1514,1844,4614,13324,3.0
EV30445,WA,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,3555,2439,2879,3769,1470,14112,29.9
EV47024,WA,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,1601,1335,2920,2458,1903,10217,29.0
EV74593,WA,2014.0,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,16.0,3715,2482,1978,1735,2935,12845,8.0
EV27270,WA,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,2582,3843,3847,4845,4346,19463,24.5
EV66434,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3119,3296,1019,3145,2457,13036,64.0
EV84769,WA,2018.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,42.0,3172,4155,3452,4390,2159,17328,27.0
EV86162,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,4012,2466,2885,2496,4516,16375,1.0
EV87065,WA,2013.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,33.89,2913,4682,1165,3460,2357,14577,20.89
EV65216,WA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,3219,1107,1300,4666,3071,13363,13.0
EV49657,WA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,4276,2444,3458,4447,1576,16201,3.0
EV49173,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,1044,1324,3852,4594,4554,15368,59.0
EV5944,WA,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,3946,3468,2852,1948,1962,14176,53.0
EV38593,WA,2013.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,33.89,2597,3817,1469,1974,2860,12717,18.89
EV188,WA,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,1452,3932,2529,1311,1824,11048,26.5
EV18664,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,1039,1066,3183,2260,4225,11773,59.0
EV936,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2945,1744,4209,1508,2705,13111,53.0
EV15002,WA,2016.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,13.115,3431,1973,1784,2437,3787,13412,3.115
EV91281,WA,2015.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,17.0,4461,2938,3486,3849,3841,18575,4.0
EV51244,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2397,1243,4350,2710,1108,11808,54.0
EV22514,WA,2013.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,14.5,2393,1816,2018,2852,2422,11501,6.5
EV17217,WA,2019.0,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,20.9,2939,4692,1740,3032,1946,14349,4.899999999999999
EV77875,WA,2019.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,22.2,1483,4283,1575,1330,1980,10651,6.199999999999999
EV88535,WA,2014.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,16.0,4694,4891,4867,1476,4585,20513,4.0
EV48304,WA,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,2105,3174,3008,4973,3359,16619,53.0
